id,name,aadhaar,bank_account,bank_name,address,district,scheme,amount,dob,mobile,registration_date
643,Prakash Tiwari,134909619797,97245284135,Canara Bank,"House 625, Shantinagar, Varanasi",Varanasi,NSAP Pension,4011.83,1974-06-11,9507356748,2025-08-09
644,Prakash Ghosh,097887543943,53537513765,State Bank of India,"House 361, Nehru Vihar, Allahabad",Allahabad,PM-KISAN,4022.57,1968-09-30,9793763928,2024-04-24
645,Saroj Nath,566764099683,34400952242,Canara Bank,"House 699, Bapunagar, Jorhat",Jorhat,NSP Scholarship,6280.76,1960-01-30,9932219143,2022-03-10
646,Bharat Verma,991843113266,11584858052,Canara Bank,"House 247, Krishnanagar, Barpeta",Barpeta,NSP Scholarship,8923.26,1991-04-03,9960472205,2024-06-02
647,Leela Devi,285725629269,33589513818,Canara Bank,"House 379, Shantinagar, Lucknow",Lucknow,NSP Scholarship,3230.93,1957-04-28,9846850957,2021-05-08
648,Geeta Kumar,384715675665,05188601674,Punjab National Bank,"House 577, Bapunagar, Dhubri",Dhubri,PM-KISAN,4732.36,1982-11-29,9435969850,2024-02-16
649,Sunita Devi,605879052244,13395479406,Punjab National Bank,"House 750, Bapunagar, Dhubri",Dhubri,NSAP Pension,3334.54,1992-07-17,9579057191,2021-06-07
650,Vijay Verma,804460819714,12345678901,State Bank of India,"House 824, Model Town, Sivasagar",Sivasagar,NSAP Pension,4117.61,1980-01-26,9469544950,2023-06-03
651,Suresh Yadav,013389083863,00617413644,Punjab National Bank,"House 578, Shantinagar, Allahabad",Allahabad,Ayushman Bharat,40969.43,1966-02-12,9121893912,2023-01-03
652,Kavita Sharma,746564260186,37263199569,Punjab National Bank,"House 365, Nehru Vihar, Kanpur",Kanpur,NSAP Pension,4983.32,1984-11-10,9776414900,2024-06-21
653,Rajesh Iyer,318062007302,42662497537,Punjab National Bank,"House 26, Bapunagar, Darrang",Darrang,MGNREGA,12707.67,1956-11-09,9144695674,2025-05-29
654,Mohan Patel,584180295599,97737939579,Punjab National Bank,"House 782, Shantinagar, Barpeta",Barpeta,MGNREGA,3809.38,1988-02-24,9474111736,2023-02-17
655,Bharat Mukherjee,368060145792,32671485819,Canara Bank,"House 8, Rampur, Sonitpur",Sonitpur,MGNREGA,7379.79,1991-08-31,9967972092,2023-09-21
656,Usha Nath,385277895613,37184449029,Punjab National Bank,"House 49, Krishnanagar, Kamrup",Kamrup,MGNREGA,13369.47,1974-11-15,9801644037,2024-07-15
657,Deepak Das,084706810390,33970519582,Canara Bank,"House 218, Krishnanagar, Jorhat",Jorhat,PM Awas Yojana,136086.9,1976-01-02,9485862394,2023-10-23
658,Priya Sharma,312206815583,93866133155,Bank of Baroda,"House 16, Gandhi Nagar, Jorhat",Jorhat,NSAP Pension,4546.77,2000-03-05,9637314950,2025-04-23
659,Priya Nath,131798549004,90372954585,UCO Bank,"House 231, Shantinagar, Kanpur",Kanpur,NSP Scholarship,9253.6,1980-03-21,9998127439,2022-02-21
660,Usha Devi,867949638309,72361080926,State Bank of India,"House 394, Gandhi Nagar, Sivasagar",Sivasagar,PM-KISAN,2529.63,1992-05-16,9655578645,2022-11-20
661,Rajan Sharma,852734114613,31555301530,Bank of Baroda,"House 61, Model Town, Allahabad",Allahabad,PM-KISAN,3229.25,2000-04-30,9778110965,2022-03-30
662,Vijay Sharma,723456538694,79025485362,Canara Bank,"House 573, Nehru Vihar, Goalpara",Goalpara,NSAP Pension,1974.14,1959-04-20,9238641009,2023-10-14
663,Anita Verma,469218219259,67908984369,UCO Bank,"House 555, Shantinagar, Jorhat",Jorhat,PMKVY Skill Dev,17400.19,1999-10-20,9220509386,2021-08-27
664,Ramesh Das,724530762484,33797662705,State Bank of India,"House 69, Shantinagar, Lakhimpur",Lakhimpur,PM-KISAN,4824.1,1975-04-18,9238736704,2022-02-22
665,Geeta Pandey,562328588424,74517123685,State Bank of India,"House 810, Gandhi Nagar, Allahabad",Allahabad,MGNREGA,3167.02,1990-03-01,9754965137,2025-07-18
666,Pushpa Jha,974163656045,00635537309,Canara Bank,"House 999, Shantinagar, Sivasagar",Sivasagar,PM Awas Yojana,136951.39,1984-07-09,9771195296,2024-06-08
667,Mohan Pandey,155369158557,49062796024,Bank of Baroda,"House 378, Gandhi Nagar, Dhubri",Dhubri,NSP Scholarship,3552.91,1982-02-24,9329594523,2025-03-22
668,Kavita Mishra,541601991984,79402654235,UCO Bank,"House 21, Nehru Vihar, Gorakhpur",Gorakhpur,NSP Scholarship,6959.93,1990-08-14,9708671520,2022-12-30
669,Rajan Gupta,164175823133,48458714939,Bank of Baroda,"House 332, Krishnanagar, Dhubri",Dhubri,Ayushman Bharat,13635.68,1965-09-14,9229258796,2021-04-25
670,Priya Mukherjee,554514609193,51174555370,Canara Bank,"House 139, Gandhi Nagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,10237.72,1991-08-05,9673374612,2025-03-14
671,Saroj Singh,577204410079,41932453810,UCO Bank,"House 495, Bapunagar, Sonitpur",Sonitpur,PM-KISAN,4464.5,1992-05-21,9224870987,2024-11-02
672,Pushpa Ghosh,884393332436,29620805983,State Bank of India,"House 130, Model Town, Darrang",Darrang,Ayushman Bharat,48466.31,1977-01-28,9412907596,2023-12-06
673,Lalita Pandey,043474125313,79561007773,Bank of Baroda,"House 76, Gandhi Nagar, Kanpur",Kanpur,NSAP Pension,5960.43,1969-11-19,9036192025,2022-03-14
674,Anjali Pandey,104332181960,79402654235,Canara Bank,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Lucknow,Ayushman Bharat,23789.8,1992-11-07,9499863289,2023-09-05
675,Bharat Tiwari,654268368437,71403445459,Punjab National Bank,"House 691, Gandhi Nagar, Jorhat",Jorhat,PM Awas Yojana,143637.88,1935-08-27,9030119622,2022-11-26
676,Sunita Tiwari,321914308779,72479254221,UCO Bank,"House 559, Krishnanagar, Barpeta",Barpeta,PM Awas Yojana,141245.88,1978-06-06,9581920487,2022-12-04
677,Dinesh Nath,781367500942,14105276981,UCO Bank,"House 537, Gandhi Nagar, Varanasi",Varanasi,MGNREGA,9737.83,1989-06-10,9704523888,2021-05-21
678,Priya Kumar,685389097283,21528506762,Punjab National Bank,"House 994, Rampur, Barpeta",Barpeta,PMKVY Skill Dev,12055.5,1978-11-04,9814474430,2021-07-19
679,Priya Patel,991403884366,04432400615,Canara Bank,"House 795, Krishnanagar, Varanasi",Varanasi,PMKVY Skill Dev,13360.22,1966-12-23,9829751474,2024-07-29
680,Deepak Ghosh,460223569725,21752500743,Bank of Baroda,"House 591, Model Town, Darrang",Darrang,NSP Scholarship,4425.92,1993-05-09,9296666760,2025-06-22
681,Vinod Gupta,692855074350,95288959470,Bank of Baroda,"House 583, Gandhi Nagar, Lakhimpur",Lakhimpur,NSP Scholarship,10260.02,1963-05-25,9453591765,2025-06-08
682,Kiran Das,104332181960,79402654235,UCO Bank,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Sivasagar,PMKVY Skill Dev,8198.75,1966-08-10,9455442157,2021-12-14
683,Vijay Ghosh,281489325288,09570154303,UCO Bank,"House 970, Rampur, Allahabad",Allahabad,NSP Scholarship,3770.88,1957-08-26,9182278248,2022-04-14
684,Pushpa Singh,295939172513,55215704331,Punjab National Bank,"House 263, Model Town, Darrang",Darrang,NSAP Pension,2253.75,2001-02-19,9067626765,2022-08-16
685,Priya Patel,367960828967,13605494692,State Bank of India,"House 576, Shantinagar, Darrang",Darrang,PMKVY Skill Dev,19006.72,1976-02-20,9901324951,2022-07-11
686,Saroj Iyer,920123763177,49542106294,State Bank of India,"House 580, Krishnanagar, Sonitpur",Sonitpur,NSAP Pension,5587.09,1970-07-30,9919226713,2025-02-15
687,Mangala Patel,404668212156,49525492064,Punjab National Bank,"House 659, Model Town, Darrang",Darrang,PM Awas Yojana,122638.24,1990-02-24,9197388182,2023-02-01
688,Mohan Singh,182852332970,49379582915,UCO Bank,"House 988, Bapunagar, Kamrup",Kamrup,PMKVY Skill Dev,18902.65,1972-04-19,9116397149,2024-10-05
689,Ramesh Das,325031392804,85022061901,UCO Bank,"House 246, Bapunagar, Darrang",Darrang,NSAP Pension,2822.78,1967-09-23,9937971900,2025-05-11
690,Kiran Nath,212679692786,87653269097,Bank of Baroda,"House 730, Nehru Vihar, Sonitpur",Sonitpur,Ayushman Bharat,17116.27,1968-04-30,9009751971,2024-11-21
691,Vinod Mishra,135490145996,70692195873,State Bank of India,"House 377, Shantinagar, Allahabad",Allahabad,PMKVY Skill Dev,19954.81,1986-09-06,9438843021,2023-01-27
692,Rajan Pandey,475631121380,11615594078,Canara Bank,"House 558, Model Town, Lucknow",Lucknow,NSP Scholarship,4674.07,1957-06-12,9806615459,2022-10-28
693,Deepak Patel,480797050975,45105265016,Canara Bank,"House 203, Rampur, Lucknow",Lucknow,PMKVY Skill Dev,14349.16,1987-06-18,9617024376,2023-08-03
694,Mangala Sharma,372711759574,98855829849,Bank of Baroda,"House 232, Model Town, Allahabad",Allahabad,Ayushman Bharat,6000.13,1957-11-19,9458476094,2024-03-29
695,Mohan Pandey,386490810818,66179454918,State Bank of India,"House 117, Bapunagar, Goalpara",Goalpara,MGNREGA,10938.94,1985-02-21,9260164597,2021-06-09
696,Mohan Jha,114773201017,02695249911,UCO Bank,"House 786, Gandhi Nagar, Gorakhpur",Gorakhpur,PM Awas Yojana,143781.94,1983-02-19,9477848588,2025-08-02
697,Priya Kumar,376371539885,47281235679,UCO Bank,"House 208, Model Town, Dhubri",Dhubri,PM-KISAN,3600.82,1995-02-03,9462491271,2021-07-05
698,Lalita Rani,780978302801,04194534195,Bank of Baroda,"House 806, Model Town, Goalpara",Goalpara,PM-KISAN,4042.15,1992-09-03,9447867428,2025-06-25
699,Sanjay Sharma,316475255341,92832764835,State Bank of India,"House 235, Model Town, Lakhimpur",Lakhimpur,NSAP Pension,1934.82,1972-12-13,9641395376,2022-01-30
700,Saroj Pandey,425892225606,29535063731,State Bank of India,"House 545, Rampur, Kamrup",Kamrup,NSAP Pension,2940.54,1957-02-17,9413075384,2021-05-10
701,Meera Singh,988986456522,03684995154,Bank of Baroda,"House 122, Shantinagar, Goalpara",Goalpara,Ayushman Bharat,17323.18,1961-11-15,9324491342,2025-02-23
702,Deepak Mukherjee,653694551588,86367747226,Punjab National Bank,"House 4, Nehru Vihar, Kanpur",Kanpur,NSP Scholarship,10468.8,1959-08-15,9216966630,2022-03-20
703,Mohan Nath,984858333945,22885158799,Canara Bank,"House 691, Bapunagar, Kanpur",Kanpur,MGNREGA,13726.39,1975-08-07,9608106200,2024-07-25
704,Geeta Reddy,335389222471,19360060827,Canara Bank,"House 675, Rampur, Allahabad",Allahabad,NSAP Pension,3145.56,1976-01-16,9616076264,2024-06-17
705,Anita Mishra,415148881431,11508353544,Punjab National Bank,"House 196, Bapunagar, Barpeta",Barpeta,MGNREGA,10248.41,1988-11-18,9840445669,2021-06-09
706,Bharat Tiwari,103865719182,61990623445,Canara Bank,"House 718, Model Town, Barpeta",Barpeta,MGNREGA,11824.23,1972-09-18,9743132912,2025-02-03
707,Sanjay Devi,892975001701,27706324241,Punjab National Bank,"House 257, Rampur, Jorhat",Jorhat,NSAP Pension,3361.74,1986-05-27,9064361103,2023-01-05
708,Leela Das,310108965461,25360640047,Punjab National Bank,"House 974, Nehru Vihar, Jorhat",Jorhat,Ayushman Bharat,23000.26,1974-04-23,9869894848,2025-04-18
709,Sunita Mukherjee,669255290509,26000110156,State Bank of India,"House 426, Rampur, Allahabad",Allahabad,NSAP Pension,5353.57,1960-01-05,9384498121,2024-05-22
710,Meera Iyer,317461200471,13826758692,Canara Bank,"House 671, Rampur, Varanasi",Varanasi,PMKVY Skill Dev,18004.32,1964-08-20,9405377351,2021-11-03
711,Savita Tiwari,712463351571,84090805120,UCO Bank,"House 13, Rampur, Allahabad",Allahabad,Ayushman Bharat,19708.68,1973-10-10,9099512397,2024-08-31
712,Santosh Roy,503731453038,56770051844,UCO Bank,"House 558, Nehru Vihar, Darrang",Darrang,MGNREGA,5086.2,1967-04-17,9591846386,2023-09-16
713,Savita Roy,093170695560,76761645345,Punjab National Bank,"House 491, Krishnanagar, Sivasagar",Sivasagar,PMKVY Skill Dev,10022.5,1983-09-10,9065031219,2021-10-14
714,Savita Kumar,472642612120,38437536596,UCO Bank,"House 50, Gandhi Nagar, Dhubri",Dhubri,NSAP Pension,4127.25,1986-02-08,9548242183,2022-11-11
715,Geeta Iyer,367857646391,38107491619,Punjab National Bank,"House 174, Krishnanagar, Sonitpur",Sonitpur,NSP Scholarship,8772.74,1990-07-30,9540131535,2025-05-25
716,Rajesh Singh,366909670546,68893734670,Canara Bank,"House 345, Bapunagar, Gorakhpur",Gorakhpur,Ayushman Bharat,35561.38,1964-12-23,9272980699,2021-12-20
717,Rekha Das,933329986515,90257846408,Punjab National Bank,"House 652, Nehru Vihar, Barpeta",Barpeta,Ayushman Bharat,40352.46,1969-01-07,9883825672,2023-06-02
718,Ramesh Ghosh,467292543551,96282225018,Bank of Baroda,"House 362, Bapunagar, Kanpur",Kanpur,MGNREGA,12549.77,1964-11-06,9247286394,2024-09-03
719,Lalita Yadav,368314727601,22777079334,UCO Bank,"House 850, Model Town, Lakhimpur",Lakhimpur,Ayushman Bharat,22628.0,1971-04-20,9016679984,2025-06-24
720,Usha Yadav,965772429543,16526693008,UCO Bank,"House 642, Krishnanagar, Gorakhpur",Gorakhpur,NSP Scholarship,11161.6,1959-10-07,9342069694,2024-11-06
721,Rajesh Pandey,757051204618,72346013673,State Bank of India,"House 204, Gandhi Nagar, Lakhimpur",Lakhimpur,PM Awas Yojana,142059.68,1992-10-27,9837645208,2022-10-07
722,Dinesh Sharma,750801963045,30693588249,Bank of Baroda,"House 339, Model Town, Lucknow",Lucknow,MGNREGA,5754.22,1973-11-01,9001816778,2024-01-30
723,Kiran Tiwari,322302333247,07392013546,Bank of Baroda,"House 705, Rampur, Varanasi",Varanasi,PM-KISAN,5334.48,1986-12-24,9760250826,2025-01-28
724,Sunita Yadav,075452798524,01322342321,Canara Bank,"House 708, Model Town, Dhubri",Dhubri,PM-KISAN,5136.12,1994-04-11,9076031089,2025-05-09
725,Dinesh Devi,037199051699,18724010783,Punjab National Bank,"House 442, Gandhi Nagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,11641.02,1980-10-25,9000389608,2022-12-25
726,Saroj Ghosh,085133138004,98321122121,Punjab National Bank,"House 768, Shantinagar, Lucknow",Lucknow,PM Awas Yojana,135340.85,1991-02-22,9582686876,2024-01-06
727,Sanjay Mukherjee,675951418648,23088295868,Punjab National Bank,"House 109, Nehru Vihar, Dhubri",Dhubri,Ayushman Bharat,23912.81,1979-04-19,9326058694,2024-10-03
728,Bharat Patel,180036660200,05328538631,State Bank of India,"House 330, Bapunagar, Nagaon",Nagaon,PMKVY Skill Dev,8556.96,1985-02-24,9438380582,2023-05-06
729,Leela Das,627028951718,70262174596,State Bank of India,"House 873, Shantinagar, Dhubri",Dhubri,NSP Scholarship,10671.07,1967-02-27,9578091343,2021-07-01
730,Prakash Roy,186056688031,79402654235,Canara Bank,"House 388, Shantinagar, Jorhat",Jorhat,MGNREGA,14993.48,1968-04-06,9127983124,2024-12-08
731,Saroj Devi,995946521707,30337933756,Bank of Baroda,"House 410, Krishnanagar, Allahabad",Allahabad,Ayushman Bharat,42173.79,2000-08-24,9501508124,2023-03-21
732,Ashok Devi,874951191818,28197931647,Canara Bank,"House 911, Bapunagar, Sivasagar",Sivasagar,PM-KISAN,2608.82,1971-08-10,9129578606,2022-06-18
733,Deepak Nath,656224197687,84947712903,Punjab National Bank,"House 16, Rampur, Barpeta",Barpeta,PMKVY Skill Dev,12953.37,1991-06-27,9848974223,2023-12-06
734,Santosh Jha,836134074517,13395962923,Bank of Baroda,"House 825, Rampur, Barpeta",Barpeta,NSAP Pension,4194.31,1976-01-13,9982544948,2021-11-16
735,Rajan Das,029254686272,88407664207,Canara Bank,"House 700, Krishnanagar, Dhubri",Dhubri,NSP Scholarship,4294.35,1995-03-09,9353867625,2022-04-20
736,Rekha Mukherjee,812786866943,20293908788,Punjab National Bank,"House 311, Model Town, Darrang",Darrang,Ayushman Bharat,14915.13,1977-02-28,9812308340,2022-02-06
737,Geeta Devi,594501192920,75360511716,State Bank of India,"House 233, Model Town, Allahabad",Allahabad,NSAP Pension,4303.23,1965-10-28,9365362189,2024-03-24
738,Sanjay Mishra,106987205061,49731032417,State Bank of India,"House 316, Model Town, Lucknow",Lucknow,PM Awas Yojana,131924.02,1957-05-16,9418625652,2023-03-10
739,Anita Kumar,104332181960,79402654235,Punjab National Bank,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Lakhimpur,NSP Scholarship,4777.62,1980-04-29,9318838456,2022-02-16
740,Usha Mishra,849368063585,30101278969,Punjab National Bank,"House 87, Model Town, Sivasagar",Sivasagar,NSAP Pension,4363.64,1982-07-22,9048527758,2023-07-30
741,Ramesh Roy,236887676772,19034043842,Canara Bank,"House 580, Bapunagar, Darrang",Darrang,PM Awas Yojana,143176.43,1956-10-24,9881914858,2021-06-11
742,Sunita Tiwari,298315229107,32283608493,Canara Bank,"House 561, Krishnanagar, Sivasagar",Sivasagar,PMKVY Skill Dev,8712.46,1982-04-27,9963845269,2023-05-19
743,Priya Jha,684184714622,01483335401,State Bank of India,"House 190, Gandhi Nagar, Allahabad",Allahabad,PMKVY Skill Dev,10027.81,1982-09-04,9603087647,2022-12-24
744,Priya Nath,289696454655,35851253892,State Bank of India,"House 940, Model Town, Gorakhpur",Gorakhpur,PMKVY Skill Dev,19826.05,1958-07-28,9851935837,2024-03-05
745,Suresh Nath,794975679228,77725199663,Canara Bank,"House 348, Nehru Vihar, Kamrup",Kamrup,NSAP Pension,1992.44,1961-07-01,9412094818,2025-03-17
746,Kiran Mukherjee,802730427636,28144471893,UCO Bank,"House 325, Model Town, Barpeta",Barpeta,MGNREGA,5536.98,1999-04-24,9969067649,2022-03-04
747,Dinesh Roy,360507918158,99886834527,Bank of Baroda,"House 300, Bapunagar, Nagaon",Nagaon,MGNREGA,8115.83,1962-03-19,9617071587,2022-04-08
748,Pushpa Jha,453389062354,66226540165,UCO Bank,"House 623, Shantinagar, Gorakhpur",Gorakhpur,PM-KISAN,2915.61,1996-06-07,9062212242,2021-05-31
749,Priya Patel,962746662159,18327000466,Canara Bank,"House 103, Shantinagar, Barpeta",Barpeta,PM Awas Yojana,148952.43,1999-01-05,9110797714,2025-06-23
750,Dinesh Nath,524445446083,85179937810,Punjab National Bank,"House 247, Bapunagar, Gorakhpur",Gorakhpur,PM-KISAN,4383.03,1988-01-21,9878848699,2022-06-09
751,Rajan Verma,307423591426,14048933261,Punjab National Bank,"House 796, Shantinagar, Darrang",Darrang,Ayushman Bharat,44875.89,1982-02-05,9079637310,2025-07-08
752,Anita Yadav,215566847323,65337746040,Canara Bank,"House 475, Krishnanagar, Jorhat",Jorhat,MGNREGA,3736.86,1995-11-27,9784361424,2024-02-13
753,Rajan Yadav,586605986787,44227585485,UCO Bank,"House 433, Shantinagar, Jorhat",Jorhat,Ayushman Bharat,40847.11,1972-10-12,9942824911,2021-10-19
754,Geeta Nath,906181205464,75489547876,UCO Bank,"House 712, Nehru Vihar, Dhubri",Dhubri,NSAP Pension,5678.51,1988-12-08,9751758891,2024-04-10
755,Rajesh Roy,746259160112,41158488600,UCO Bank,"House 16, Rampur, Kanpur",Kanpur,Ayushman Bharat,26356.34,1965-09-19,9778231299,2023-09-05
756,Rekha Verma,462730147195,97964715890,Punjab National Bank,"House 167, Nehru Vihar, Darrang",Darrang,NSP Scholarship,3526.59,1972-07-27,9725204565,2025-05-31
757,Anita Das,130494841423,55283372875,Canara Bank,"House 675, Gandhi Nagar, Lucknow",Lucknow,PM Awas Yojana,137213.35,1923-11-08,9130265647,2021-09-12
758,Ramesh Ghosh,378191907499,21640069836,UCO Bank,"House 986, Bapunagar, Dhubri",Dhubri,PM Awas Yojana,138759.82,1983-07-18,9534848647,2025-06-19
759,Anita Mishra,278195237100,68761648198,State Bank of India,"House 450, Gandhi Nagar, Lucknow",Lucknow,PMKVY Skill Dev,17933.05,1995-11-20,9460568761,2025-02-07
760,Priya Gupta,114716560945,65346997990,Canara Bank,"House 33, Gandhi Nagar, Goalpara",Goalpara,PM-KISAN,3278.53,1998-06-19,9476816995,2021-11-05
761,Santosh Yadav,850215538307,75582126264,Bank of Baroda,"House 966, Nehru Vihar, Sivasagar",Sivasagar,Ayushman Bharat,21685.12,1958-05-24,9844607890,2022-12-28
762,Meera Das,366941180053,75990048964,Canara Bank,"House 688, Shantinagar, Nagaon",Nagaon,NSAP Pension,2355.4,1997-07-24,9924287572,2025-03-08
763,Lalita Yadav,792463203747,67753726032,State Bank of India,"House 303, Shantinagar, Sivasagar",Sivasagar,NSAP Pension,2023.1,1959-07-11,9661945887,2025-06-17
764,Priya Jha,702851961159,40821545447,State Bank of India,"House 811, Krishnanagar, Kamrup",Kamrup,NSP Scholarship,4279.26,1963-05-31,9044327018,2023-09-24
765,Savita Ghosh,837550375899,75711305548,UCO Bank,"House 383, Bapunagar, Lucknow",Lucknow,PM Awas Yojana,123189.67,1986-07-10,9726149331,2023-06-26
766,Usha Jha,104332181960,59160435983,UCO Bank,"House 529, Shantinagar, Lakhimpur",Lakhimpur,PM Awas Yojana,148644.14,1996-05-22,9799658578,2021-06-12
767,Sunita Patel,869087167221,04546171928,State Bank of India,"House 486, Model Town, Nagaon",Nagaon,PM-KISAN,2025.15,1978-03-18,9436023442,2024-08-27
768,Geeta Verma,882419962642,22975891704,Punjab National Bank,"House 273, Krishnanagar, Nagaon",Nagaon,NSAP Pension,2241.99,1970-02-26,9457056820,2022-06-12
769,Sanjay Mukherjee,729758598831,03032432983,UCO Bank,"House 368, Shantinagar, Gorakhpur",Gorakhpur,NSAP Pension,2339.67,1963-05-23,9184462671,2024-04-05
770,Savita Rani,369091237530,28497603967,State Bank of India,"House 136, Model Town, Nagaon",Nagaon,NSP Scholarship,5642.8,1967-07-27,9524055364,2022-11-16
771,Mohan Nath,042232536729,46671168457,Canara Bank,"House 336, Nehru Vihar, Darrang",Darrang,PM-KISAN,2009.89,1992-11-22,9751863637,2024-03-07
772,Santosh Devi,551005108194,84226230036,State Bank of India,"House 463, Krishnanagar, Varanasi",Varanasi,NSP Scholarship,4161.02,1972-05-04,9028303424,2024-07-30
773,Leela Yadav,403381059551,84269450053,Punjab National Bank,"House 181, Shantinagar, Nagaon",Nagaon,PM Awas Yojana,149148.14,1991-09-14,9649837354,2024-07-17
774,Usha Singh,095366219536,89005779500,State Bank of India,"House 507, Krishnanagar, Sonitpur",Sonitpur,MGNREGA,4638.74,2000-02-23,9073971307,2024-09-21
775,Savita Nath,777675556283,33393957865,Punjab National Bank,"House 219, Gandhi Nagar, Sivasagar",Sivasagar,Ayushman Bharat,11359.92,1991-07-03,9874960335,2022-08-05
776,Suresh Singh,908993187810,48028354158,UCO Bank,"House 775, Krishnanagar, Kamrup",Kamrup,PM-KISAN,4499.97,1996-09-17,9930437661,2024-04-29
777,Anjali Yadav,855580957947,58166028413,Canara Bank,"House 172, Krishnanagar, Jorhat",Jorhat,MGNREGA,5560.86,1974-02-28,9704071469,2023-03-12
778,Vijay Sharma,839841673478,53698816498,State Bank of India,"House 272, Shantinagar, Goalpara",Goalpara,Ayushman Bharat,19221.67,1986-04-19,9860521026,2024-11-26
779,Kavita Iyer,104332181960,79402654235,Bank of Baroda,"Plot No.1, Near Bus Stand, Main Road, Lucknow",Gorakhpur,PMKVY Skill Dev,11156.89,1989-05-03,9883903979,2022-04-13
780,Suresh Jha,977961208780,57215149409,Canara Bank,"House 442, Bapunagar, Varanasi",Varanasi,NSAP Pension,5010.33,1989-04-15,9637484539,2022-11-02
781,Rajesh Gupta,282251207346,54950050702,Canara Bank,"House 48, Nehru Vihar, Darrang",Darrang,MGNREGA,7524.44,1986-01-08,9210531611,2023-01-07
782,Leela Iyer,984336113711,81519854582,UCO Bank,"House 986, Model Town, Barpeta",Barpeta,PM-KISAN,3236.18,1999-08-15,9340153534,2023-05-16
783,Pushpa Pandey,774222946430,39429045886,Canara Bank,"House 634, Krishnanagar, Allahabad",Allahabad,MGNREGA,14668.84,1987-04-08,9985856728,2022-12-25
784,Vinod Devi,711645605956,34318073920,State Bank of India,"House 138, Shantinagar, Kamrup",Kamrup,NSAP Pension,4022.88,1970-03-14,9653377730,2021-11-21
785,Prakash Das,693233700715,80097140863,Bank of Baroda,"House 187, Krishnanagar, Sonitpur",Sonitpur,PMKVY Skill Dev,11578.93,1917-05-10,9065874488,2022-08-04
786,Vinod Yadav,863040296629,91721742922,State Bank of India,"House 310, Rampur, Jorhat",Jorhat,NSP Scholarship,6665.44,1985-05-21,9153926693,2023-01-09
787,Suresh Mishra,236519941013,72151070296,Canara Bank,"House 509, Rampur, Kamrup",Kamrup,PM-KISAN,3530.92,1962-12-22,9253244720,2022-03-30
788,Sunita Kumar,858994417154,54443283096,Punjab National Bank,"House 698, Krishnanagar, Sivasagar",Sivasagar,PMKVY Skill Dev,16655.4,1956-08-18,9446660993,2023-10-06
789,Lalita Jha,609873126773,19227607598,UCO Bank,"House 637, Gandhi Nagar, Gorakhpur",Gorakhpur,PMKVY Skill Dev,15784.98,1963-07-16,9533943191,2022-02-25
790,Bharat Roy,792560413482,08493153983,UCO Bank,"House 87, Krishnanagar, Gorakhpur",Gorakhpur,Ayushman Bharat,49596.9,1965-02-22,9000144076,2024-11-11
791,Leela Sharma,891199256924,76883410341,Punjab National Bank,"House 96, Krishnanagar, Goalpara",Goalpara,Ayushman Bharat,39002.83,1991-12-14,9181405132,2023-12-03
792,Vijay Ghosh,075203447650,47158029090,Punjab National Bank,"House 390, Krishnanagar, Lakhimpur",Lakhimpur,PMKVY Skill Dev,18854.42,1967-02-27,9604655866,2021-09-20
793,Rekha Ghosh,263337389877,51536637780,Punjab National Bank,"House 143, Nehru Vihar, Lucknow",Lucknow,PM-KISAN,5495.0,1973-11-02,9075536668,2024-01-03
794,Anjali Singh,409346754182,36881013827,Bank of Baroda,"House 74, Rampur, Sivasagar",Sivasagar,PM-KISAN,5485.39,1973-02-12,9133460184,2024-10-15
795,Deepak Gupta,808122681594,74705311058,Bank of Baroda,"House 691, Model Town, Kanpur",Kanpur,Ayushman Bharat,38375.68,2000-07-01,9967397984,2024-11-26
796,Savita Iyer,305378803318,36113389260,UCO Bank,"House 486, Nehru Vihar, Goalpara",Goalpara,NSAP Pension,4046.78,1985-07-17,9815278730,2024-02-01
797,Bharat Mukherjee,341559991015,76764722981,Bank of Baroda,"House 918, Rampur, Nagaon",Nagaon,Ayushman Bharat,31709.9,1968-01-25,9765728941,2024-05-20
798,Anjali Verma,869993867749,64990913341,Bank of Baroda,"House 246, Krishnanagar, Goalpara",Goalpara,PM-KISAN,4207.97,1987-03-17,9067974034,2021-09-21
799,Bharat Patel,571921496791,46386643203,State Bank of India,"House 966, Gandhi Nagar, Gorakhpur",Gorakhpur,PMKVY Skill Dev,16312.08,1964-09-04,9652824685,2024-03-16
800,Prakash Ghosh,224216826822,17562699620,UCO Bank,"House 199, Bapunagar, Sonitpur",Sonitpur,NSAP Pension,2938.16,1993-07-03,9005932572,2021-06-04
801,Sunita Singh,801810306831,76417268080,UCO Bank,"House 100, Model Town, Sivasagar",Sivasagar,PM-KISAN,4907.05,1968-05-23,9712901507,2025-03-19
802,Dinesh Roy,932710405411,52621815997,State Bank of India,"House 442, Bapunagar, Sivasagar",Sivasagar,PM-KISAN,2659.99,1962-04-19,9201533688,2024-03-13
803,Mangala Ghosh,710066890417,28207623811,Punjab National Bank,"House 892, Model Town, Goalpara",Goalpara,PM-KISAN,4638.4,1988-09-09,9328222824,2025-08-12
